Date,Time,Location,Operator,Flight,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary,Lat,Lng,Country
5/13/1991,13:19,"Grand Canyon, Airzona",Air Taxi - Air Grand Canyon Inc.,,Local sightseeing,Cessna 207A,N6280H,20700463,7,6,1,7,6,1,0,"The airplane crashed into a wooded area about 8 minutes after takeoff. Detonation (or pre-ignition) in the number 1 cylinder, which resulted in erosion (burning) of the number 1 piston and subsequent loss of engine power. A factor related to the accident was: the lack of suitable terrain for an emergency landing.",,,
5/15/1991,9:20,"La Poyatta, Colombia",ADES Colombia,,Villavicencio - Miraflores Guaviarel,Douglas C-47B,HK-3177,26775,14,11,3,13,11,2,0,Eight minutes after takeoff the No. 2 engine failed.  The pilot turned back but crashed 1 mile short of the runway.  The passengers were told to throw out cargo after which unfortunately they all moved towards the tail leading to a loss of control.,,,
5/23/1991,13:06,"Leningrad, USSR",Aeroflot,,Sukhumi - 	St. Petersburg,Tupolev TU-154B-1,CCCP-85097,97,181,174,7,13,13,0,0,"Undershot the runway and broke in half after a hard landing. Crew error. A rapid rate of descent, leading to landing gear failure. The accident happened durining daylight in a rain shower.",,,
5/24/1991,,"Bakhtaran, Iran",Metro Cargo,,Cologne-Bakhtaran,Ilyushin 76TD,LZ-INK,93494835,10,0,10,4,0,4,0,After three missed approaches the cargo plane ran out of fuel and crashed.,34.3239414,47.0735891, Iran
5/26/1991,23:17,"Near Ban Nong Rong, Thailand",Lauda Air,4,"Bangkok - Wien, Austria",Boeing B-767-3Z9ER,OE-LAV,24628/283,223,213,10,223,213,10,0,"Twelve minutes after takeoff the crew received a visual REV ISLN advisory warning which indicated that an additional system failure may cause deployment of the No. 1 engine thrust reverser. No action was taken since the manual indicated ""No Action Required"". Just before reaching FL 310 during a climb, there was an uncommanded deployment of the No. 1 engine thrust reverser. The aircraft stalled, went into a steep high speed dive, broke apart at 4,000 feet and crashed into the jungle 70 miles northwest of Bangkok. Failure of the reverse thrust isolation valve. Following the accident Boeing made modifications to the thrust reverser system. The aircraft was named Wolfgang Amadeus Mozart.",15.7313577,99.9934091, Thailand
6/1/1991,10:16,"Off Matthewtown, Great Inagua",Agape Flight Inc.,90,"Grada Zuma, Bahamas - Cape Hatien",GAF Nomad N24A,N8071L,44,3,2,1,2,2,0,0,"The aircraft ditched 1.25 miles off Grada Zuma, following a reported engine failure.",,,
6/10/1991,15:40,"Luanda, Angola",Carib Air Transport,,Luanda - Cafunfo,Lockheed L-382B Hercules,J6-SLQ,3099,7,4,3,7,4,3,0,Crashed on takeoff after the No. 1engine overspeeded and failed.,-8.8272699,13.2439512, Angola
6/20/1991,3:45,"Near Malambo, Colombia",Aerosucre Colombia,,Bogota - Malambo,Douglas DC-6BF,HK-3511,45132/801,18,15,3,2,2,0,0,Following several attempts to land the pilot decided to hold until weather conditions improved.  Contact was lost with the plane and it flew into the ground. Visibility was reduced by low lying fog.,10.85147895,-74.8041972836412, Colombia
6/26/1991,2:00,"Near Sokotu, Nigeria",Okada Air,,Benin - Kano,BAC One-Eleven 402AP,5N-AOW,94,53,48,5,4,4,0,0,"The plane diverted to Sokotu due to poor weather. After circling for an hour, unable to locate the air field, the aircraft ran out of fuel and had to make a forced landing. The landing gear was torn off and the plane broke up during the ground slide.",,,
6/26/1991,,"Gulf of Finland, Russia",AKF Polet,,Saint Petersburg - Voronezh,Antonov AN-24,CCCP-46724,7300304,10,4,6,10,4,6,0,The cargo plane crashed into the Gulf of Finland shortly after taking off.,,,
7/4/1991,9:10,"El Yopal, Colombia",Helicol Colombia,,,de Havilland Canada DHC-6 Twin Otter 300,HK-2889X,606,3,1,2,3,1,2,0,While attempting to land the pilot continued VFR flight in IFR conditions and collided with a hill.,5.3356662,-72.3936931, Colombia
7/9/1991,,"Bellavista Airport, Peru",Aerochasqui,,Bellvista - Pucallpa,CASA 212 Aviocar 200,OB-1218,232,15,13,2,15,13,2,0,The aircraft was shot at by drunken police in an attempt to stop it for a search when mistaken for drug smuggling. As the plane ascended through 75 ft. bullets penetrated the forward fuselage killing the pilot and copilot.,-5.2883902,-76.292099, Peru
7/10/1991,18:12,"Birmingham, Alabama",L'Express Airlines,508,New Orleans - Mobile - Birmingham,Beechcraft BE-99-C99,N7217L,U226,15,13,2,13,12,1,0,"While the aircraft was on approach, it entered an area of thunderstorms. The aircraft rolled left and pitched up as the aircraft approached level flight. The aircraft then stalled and started to descend. The descent couldn't be arrested and the aircraft crashed into a residential area, destroying two homes and two automobiles.  Decision by the pilot-in-command to continue instrument approach into thunderstorm conditions resulting in loss of control of the aircraft. The pilot and one passenger survived the accident.",33.5206824,-86.8024326, United States
7/11/1991,8:40,"Jeddah, Saudi Arabia",Nationair (chartered by Nigeria Airways),2120,Jeddah - Sokoto,McDonnell Douglas DC-8 Super 61,C-GMXQ,45982/345,261,247,14,261,247,14,0,"After taking off, fire was reported in the landing gear well. The aircraft crashed while trying to return to the airport. Loss of hydraulics and electrical systems after a fire, started in the wheel when two tires disintegrated due to under inflation of one tire. This caused a fire which ignited years of accumulated flammables in the DC-8's wheel well leading to an uncontroable fire. The plane was allowed to leave with an under inflated tire. Twenty minutes prior to departure, the Nationair lead mechanic made a request for nitrogen to inflate the low tire. Nitrogen was not readily available and a delay would probably have occur procuring it. The Nationair project manager, without conferring with the flight crew, released the plane.",21.5822247,39.1640396, Saudi Arabia
7/25/1991,,"Espiritu Santos, Vanuatu",Vanair,,Nogougou - Luganville,Britten-Norman BN-2A-6 Islander,YJ-RV4,220,9,8,1,9,8,1,0,Flew into a hillside 7 minutes after taking off from Nogougou. Spatial disorientation.,,,
8/6/1991,,"Rarotonga, Cook Islands",Avalki Air,,Altukaki - Rarotonga,Britten-Norman BN-2A-6 Islander,DQ-FCN,676,10,8,2,6,5,1,0,Ditched into the sea while on approach.,-21.24755285,-159.776109042845, Cook Islands
8/14/1991,23:53,"Near Uricani, Romania",Tarom,,Bucharest - Timisoara,Ilyushin IL-18V,YR-IMH,185008301,9,4,5,9,4,5,0,The cargo plane crashed in a rainstorm.Premature descent.,45.3292117,23.1149123, Romania
8/16/1991,1:55,"Imphal, India",Indian Airlines,257,Calcutta - Imphal,Boeing B-737-2A8,VT-EFL,21497,69,63,6,69,63,6,0,Crashed into high ground during approach to Imphal. The crew failed to follow the correct approach course.,24.8006088,93.9369998, India
8/20/1991,13:15,"Ketchikan, Alaska",Temsco Airlines,,"Ketchikan, AK - Wrangell, AK",Britten-Norman BN-2A-6 Islander,N68HA,2009,4,3,1,4,3,1,0,"Crashed while en route, flying VFR in deteriorating weather. The pilot attempting to operate VFR in IFR conditions.",55.3430696,-131.6466819, United States
8/28/1991,23:59,"Walton, Oregon",Air Taxi - Bohemia Inc.,,,Aerospatiale 350B1,N64SF,,3,2,1,3,2,1,0,"While maneuvering in remote mountainous terrain, on a dark night, with light drizzle and patchy clouds, the helicopter collided with a mountain. The wreckage scattered on a heading opposite the flights destination. The helicopter was destroyed by a post crash fire and there were no noted mechanical failures or malfunctions. The pilot's failure to maintain clearance from terrain.",44.0307442,-123.5853932, United States
9/3/1991,,"Sampit, Indonesia",Dirgantara Air Services,,Sampit - Plangkaraya,Britten-Norman BN-2A-21,PK-VIP,752,10,8,2,3,1,2,0,Shortly after takeoff the left engine failed. The aircraft began to lose height in a left turn and crashed along the banks of Mentaya River.,-2.3124627,112.8341433, Indonesia
9/4/1991,14:10,"Long Seridan, Malaysia",Airtech Rajawaldi Udara,,Bario - Marudi,Shorts SC-7 Skyvan 3-100,9M-AZB,SH-1975,20,18,2,14,12,2,0,Crashed into the jungle after double engine failure. Both engines didn't develop full power and were feathered on impact.,3.977604,115.0689841, Malaysia
9/11/1991,10:03,"Near Eagle Lake, Texas",Continental Express,2574,Laredo - Houston,Embraer 120RT Brasilia,N33701,120-077,14,11,3,14,11,3,0,In-flight loss of the leading edge of the left horizontal stabilizer. Forty-seven screw fasteners that would have attached the upper surface of the leading edge assembly for the left side of the horizontal stabilizer were missing. Work was scheduled on both the right and left leading edges of he horizontal stabilizer. Screws were removed from both the right and left side. A later shift decided not to do the left side but did not know the earlier shift removed the left side screws. Lack of compliance with FAA approved maintenance procedures.,29.5896836,-96.3335769, United States
9/16/1991,19:21,"Petropavlosk, USSR",Aeroflot,,Lensk - Omsk,Antonov AN-72,CCCP-74002,SU002,13,7,6,13,7,6,0,"The cargo plane struck trees, crashed and caught fire on takeoff. Overloaded",,,
9/17/1991,,"Djibouti City, Djibouti 	Djibouti City, Djibouti Djibouti City, Djibouti",Ethiopian Airlines,,Djibouti  - : Dire Dawa-Aba,Lockheed L-100-30 Hercules,ET-AJL,5029,4,0,4,4,0,4,0,After experiencing a nose gear problem and attempting to return to the airport the cargo plane made a premature descent and struck Mount Arey.,11.5936903,43.1472724, Djibouti
9/18/1991,21:55,"Belvedere Center, Vermont",Canair Cargo,,Moncton - Hamilton,Convair CV-580,C-FICA,98,2,0,2,2,0,2,0,"The cargo plane lost control and crashed into a mountainside while en route. Failure of the first officer to maintain control of the aircraft after becoming spatially disoriented and his exceeding the design stress limits of the aircraft. Factors related to the accident were: the lack of two pilots in the cockpit, darkness, and instrument meteorological conditions at flight altitude.",42.872826,-73.185254, United States
9/23/1991,,"Khatanga, Russia",Aeroflot,,,Antonov 12BP,CCCP-13320,7345407,16,9,7,1,1,0,0,"The cargo plane lost engine power due to fuel exhaustion during approach and made a forced landing 1,450m short of the runway.",72.5506577,104.2768795, Russia
9/26/1991,,"Off St. Petersburg, USSR",Aeroflot,,St. Petersburg - Voronezh,Antonov AN-26,CCCP-46724,AN24021,10,7,3,10,7,3,0,Crashed into the Gulf of Finland 5 minutes after taking  off. Unknown cause.,,,
9/27/1991,,"Guadalcanal Island, Solomon Islands",Solomon Islands Airlines,,Kira-Kira - Honiara,de Havilland Canada DHC-6 Twin Otter 300,H4-SIA,271,15,13,2,15,13,2,0,"Crashed into Mt. Nashua at 4,100 ft. during a descent in heavy rain and fog while attempting a visual approach. Controlled flight into terrain.",-9.59843655,160.148568185522, Solomon Islands
9/29/1991,11:50,"Near Villavicencio,  Colombia",CORAL Colombia,,Villlavicencio - Mitu,Curtiss C-46A,HK-3238,30268,10,6,4,1,1,0,0,The pilot tried to make an emergency landing back at the airport when the No. 2 engine began to overspeed. A belly landing was made in a field and the aircraft broke up and caught fire.,4.1315113,-73.6206667, Colombia
10/5/1991,15:00,"Near Jakarta, Indonesia",Military - Indonesian Air Force,,Jakarta-Bandung,Lockheed C-130H-30,A-1324,4927,134,129,5,134,129,5,2,The aircraft crashed into buildings during an attempted emergency landing after an engine caught fire during  take off.,-6.1753942,106.827183, Indonesia
10/13/1991,,"Aponguao Falls, Venezuela",EDELCA,,Kavanayen - Luepa,Bell 214 ST,YV-O-CVG-4,28181,12,9,3,12,9,3,0,"The helicopter was destroyed when it struck Kumaraden Hill at 4,600 ft. while on a scenic flight.  The passengers included EDELCA president and members of his family.",,,
10/25/1991,,"Tumbang Miri, Indonesia",Bali International Air Service,,Palangkaraya - Sampit,Britten-Norman BN2A-III-2 Trislander,PK-KTC,1017,17,16,1,17,16,1,0,The plane was not able to land at Sampit due to smoke and haze.  The plane held for 3 hours waiting for an improvement after which contact was lost.  The plane was never found.,-0.9160201,113.5526778, Indonesia
10/25/1991,21:56,"Vallejo, California",Corporate Mobility Inc. - Private,,"Concord, CA - Novato, CA",Bell 206B helicopter,N3456M,1391,3,2,1,3,2,1,0,"The helicopter struck the top of a 223 foot high transmission tower, crashed and exploded in flames, 27 miles northwest of its departure point in high winds and heavy rain. The pilot's intentional flight into known adverse weather, continued flight into instrument meteorological conditions, and improper altitude.  Rock promoter Bill Graham, 60, was killed.",38.1040864,-122.2566367, United States
10/30/1991,14:30,"Near Point Alert, Ellesmere Island, NWT,Canada",Military - Royal Canadian Air Force,,Edmonton - Point Alert,Lockheed CC-130E,130322,4192,18,13,5,5,3,2,0,"Flew into the ground 12nm from the runway at about 1,500 ft.  Rescue of the survivors was conducted in Arctic twilight under poor weather conditions. Controlled flight into terrain.",,,
11/1/1991,,"Near Karakent, USSR",Military - Azerbaijan Air Force,,,Mil Mi-8 (helicopter),,,40,NULL,NULL,40,NULL,NULL,0,Shot down by rebel forces.,,,
11/7/1991,13:42,"Makhackala, Russia",Aeroflot,C-519,Ellsta - Makhackala,Yakovlev YAK-40,CCCP-87526,9520841,51,47,4,51,47,4,0,Crashed into a mountain during daytime in poor weather. Failure of the crew to follow the correct approach path.,,,
11/11/1991,21:43,"Recife, Brazil",Nordeste Linhas Aereas,115,Recife - MaceiÃ³ - AracajÃº - Salvador,Embraer 110P1 Bandeirante,PT-SCU,110-314,15,12,3,15,12,3,2,Crashed on takeoff hitting power lines and roof tops before coming to rest in a market square. Uncontained failure of the right engine.,-8.0641931,-34.8781517, Brazil
11/16/1991,16:24,"Anderma, Russia",Aeroflot,,Ryazan - Vorkuta,Antonov AN-12V,,,20,14,6,20,14,6,0,Crash landed in poor weather conditions. Icing.,,,
11/20/1991,,"Nagoro-Karabak, USSR",Military - Soviet Air Force,,,Mil Mi-8 (helicopter),,,23,20,3,23,20,3,0,Crashed into a mountain in zero visibility.,,,
11/20/1991,18:14,"Davis, California",Air Taxi - Airis Helicopters Inc.,,"San Francisco, CA - Sacramento, CA",Bell 206B,N5011K,2580,3,2,1,3,2,1,0,The helicopter impacted the ground 8 nm from it's destination airport in fog and low visibility. The decision of the pilot to continue night low level flight in forecasted adverse weather conditions. Contributing to the accident was the foggy weather and dark night conditions which restricted the pilot's visual outlook.,38.545379,-121.7445835, United States of America
11/25/1991,15:00,"Sena, Mozambique",STASA,,,Douglas C-47B-DK,C9-STD,25471,3,0,3,1,0,1,0,The cargo plane overshot the runway and crashed into trees.,-17.445439,35.029225, Mozambique
